ID,  Milk,ChdBby,Vegges, Cerel, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
671,     3,     2,     8,     4,     0,     4,     1,     3,     9,     1,     2,     7,     4,     2,     4,     7,     4,     4,     0,     3
672,     9,     9,     7,     6,     7,     8,     5,     4,     6,     1,     0,     5,     4,     0,     1,     7,     1,     4,     5,     2
673,     4,     3,    10,     7,     2,     6,     3,     6,     7,    10,     3,     3,     7,     7,     4,     6,     8,     7,     8,     3
674,     4,     4,     8,     7,     6,     6,     5,     4,     8,     9,     1,     5,     5,     8,     3,     6,     7,     1,     5,     0
675,     4,     4,     8,     9,     6,     5,     8,     4,     6,     8,     1,     4,     4,     6,     3,     3,     7,     5,     3,     2
676,     7,     5,    10,     3,     0,     7,     0,     0,     9,     1,     1,     7,     4,     0,     4,     5,     3,     3,     0,     3
677,     1,     2,     5,     9,     1,     6,    10,     7,     1,     8,     7,     5,     5,     2,     6,     3,     8,     2,     5,     3
678,     5,     6,    10,     3,     1,     6,     2,     2,     5,     4,     1,     3,     4,     2,     1,     5,     1,     1,     0,     2
679,    10,     6,     8,     8,     6,     6,     9,     7,     6,     3,     1,     6,     5,     4,     2,     5,     1,     1,     2,     1
680,     9,     9,     7,    10,     7,     8,     8,     7,     6,     1,     2,     3,     1,     1,     2,     3,     1,     3,     4,     2
681,     1,     4,     0,     9,     4,     6,    10,     6,     1,     8,     9,     5,     6,     4,     9,     8,     7,     1,     7,     6
682,     0,     2,     0,    10,     1,     4,     9,     8,     0,     9,     5,     4,     8,     4,     8,     6,     8,     4,     6,     5
683,     7,     1,     7,     8,     7,     6,     5,     7,     5,     9,     0,     6,     4,     7,     1,     5,     6,     2,     7,     3
684,    10,     8,     6,     8,     8,     6,     8,     6,     4,     2,     0,     5,     5,     3,     1,     3,     0,     5,     6,     3
685,     2,     1,     2,    10,     2,     7,    10,     5,     0,     9,     8,     3,     7,     2,     7,     6,     7,     2,     5,     3
686,     3,     5,     8,     5,     1,     7,     2,     2,    10,     3,     1,     4,     3,     1,     3,     5,     2,     2,     0,     3
687,     5,     2,     8,     5,     6,     6,     7,     6,     9,     8,     3,     3,     4,     8,     2,     4,     8,     3,     2,     2
688,     1,     4,     8,     8,     5,     6,     7,     5,     6,     8,     1,     3,     4,     8,     5,     6,     8,     5,     6,     5
689,    10,     6,     9,     8,     8,     4,     9,     5,     9,     4,     0,     4,     3,     1,     1,     6,     1,     3,     7,     2
690,     5,     2,     8,     7,     5,     5,     7,     4,     6,     8,     2,     8,     5,     5,     5,     5,     6,     4,     3,     1
691,     2,     0,     0,     8,     1,     8,    10,     5,     0,    10,     9,     5,     7,     2,     7,     9,     8,     2,     4,     3
692,     6,     6,     8,    10,     5,     2,     7,     7,     6,     8,     0,     6,     3,     6,     4,     5,     8,     4,     5,     1
693,     8,     7,     7,     8,     8,     3,     4,     5,     6,     7,     1,     6,     7,     4,     5,     3,     9,     2,     4,     2
694,     6,     4,     8,     5,     1,     5,     1,     3,     6,     2,     1,     4,     1,     1,     1,     7,     1,     3,     0,     3
695,     2,     6,     7,     3,     1,     4,     3,     2,     8,     1,     0,     5,     5,     2,     1,     6,     2,     3,     1,     2
696,     8,     9,     7,     9,     7,     6,     7,     3,     8,     2,     1,     7,     6,     5,     1,     5,     1,     2,     3,     2
697,     4,     5,     7,     3,     0,     8,     2,     3,     7,     0,     1,     6,     3,     5,     2,     6,     3,     3,     1,     3
698,     3,     4,     6,     6,     1,     3,     3,     2,     8,     1,     2,     7,     4,     4,     2,     4,     2,     1,     0,     6
699,    10,     9,     7,     9,     6,     6,     8,     6,     8,     0,     1,     4,     2,     2,     2,     4,     0,     5,     5,     3
700,    10,     9,     7,    10,     8,     7,     9,     3,     7,     3,     0,     5,     6,     2,     4,     1,     0,     3,     8,     4
701,     6,     6,     6,     6,     6,     6,     4,     7,     6,     7,     1,     6,     6,     7,     3,     4,     9,     0,     2,     2
702,     8,     7,     8,     4,     0,     4,     3,     1,     6,     0,     1,     5,     2,     4,     1,     6,     5,     3,     0,     3
703,    10,     9,     7,     8,     8,     4,     8,     5,     6,     3,     0,     5,     5,     4,     0,     3,     0,     6,     6,     0
704,     1,     1,     3,     8,     1,     6,     8,     4,     1,    10,     7,     6,     8,     1,     8,     5,     6,     2,     2,     6
705,     3,     1,     2,     9,     4,     8,     8,     4,     0,     6,     7,     7,     7,     0,     9,     6,     9,     3,     5,     5
706,     6,     3,     5,     4,     2,     4,     4,     2,     9,     2,     2,     6,     2,     2,     4,     3,     5,     3,     0,     2
707,     5,     2,     6,     7,     5,     6,     6,     5,     9,     8,     2,     6,     5,     5,     4,     4,     6,     2,     7,     3
708,    10,     7,     7,     9,     8,     5,     5,     4,     6,     3,     2,     6,     8,     5,     1,     3,     1,     6,     4,     3
709,     5,     5,     8,     7,     1,     6,     1,     4,    10,     2,     1,     6,     3,     3,     1,     8,     2,     3,     1,     3
710,     6,     3,     5,     8,     6,     5,     6,     6,     8,     7,     0,     6,     2,     9,     3,     5,     6,     4,     4,     3
711,     5,     6,     9,     5,     0,     3,     2,     5,     8,     3,     1,     4,     4,     2,     2,     6,     5,     5,     1,     6
712,     9,     6,    10,     8,     8,     6,     4,     4,     9,     5,     1,     5,     6,     5,     3,     4,     0,     2,     5,     1
713,     3,     2,     6,     7,     5,     8,     9,     8,     5,     9,     2,     3,     2,     9,     1,     8,     5,     2,     4,     3
714,     3,     2,     1,    10,     3,     6,     9,     8,     0,    10,    10,     6,     6,     2,     6,     5,     7,     2,     4,     5
715,     7,     4,     6,     8,     9,     6,     7,     7,     5,     8,     3,     4,     6,     6,     3,     3,     7,     1,     6,     2
716,    10,    10,     9,     8,     5,     8,     9,     5,     4,     2,     0,     4,     4,     4,     3,     5,     2,     1,     7,     1
717,     5,     6,     6,     9,     7,     5,     7,     6,     7,     8,     0,     7,     4,     6,     5,     6,     4,     5,     5,     3
718,     9,     8,     5,     9,     7,     6,     7,     6,     6,     2,     1,     5,     3,     2,     0,     5,     1,     2,     6,     2
719,     8,     9,     7,     8,     5,     6,     5,     4,     6,     1,     2,     6,     2,     2,     6,     7,     0,     3,     6,     3
720,     5,     3,     7,     2,     1,     5,     0,     4,     7,     2,     1,     6,     5,     2,     2,     6,     8,     5,     1,     4
721,     1,     2,     2,     9,     4,     5,     9,     7,     2,     7,     8,     7,     5,     2,     9,     6,     7,     1,     7,     4
722,     4,     5,     9,     5,     0,     5,     2,     2,     9,     2,     0,     6,     1,     1,     4,     7,     4,     2,     1,     2
723,     2,     1,     1,     7,     2,     9,     9,     4,     1,    10,     6,     3,     8,     3,     8,     6,     8,     3,     6,     7
724,     7,     8,     6,     6,     7,     6,     8,     6,     7,     2,     3,     6,     3,     1,     2,     6,     0,     4,     8,     2
725,     3,     1,     1,    10,     2,     6,    10,     6,     0,     8,     8,     8,     5,     2,     8,     2,     8,     2,     5,     5
726,     5,     6,     8,     3,     1,     5,     3,     2,     9,     1,     2,     4,     4,     3,     6,     4,     5,     2,     0,     4
727,     6,     4,     6,     6,     0,     7,     1,     4,     9,     2,     1,     4,     3,     3,     2,     4,     5,     3,     1,     5
728,     6,     4,    10,     2,     0,     5,     3,     4,     9,     4,     1,     6,     4,     2,     3,     3,     5,     5,     1,     4
729,     2,     3,     1,     6,     3,     4,    10,     8,     0,    10,     5,     8,     8,     3,     9,     4,     9,     4,     5,     4
730,     5,     5,     8,     6,     5,     5,     7,     6,     5,    10,     0,     5,     5,     6,     5,     4,     9,     2,     6,     1
731,     6,     4,     7,     8,     8,     5,     6,     6,     9,     9,     0,     5,     4,     6,     4,     8,     7,     1,     5,     2
732,     1,     2,     4,    10,     3,     8,     9,     7,     0,     9,     6,     6,     9,     1,    10,     4,     6,     3,     3,     4
733,     1,     2,     2,    10,     5,     8,     9,     7,     0,     7,     9,     4,     5,     4,     8,     4,     9,     2,     6,     5
734,     2,     3,     2,     9,     3,     6,     9,     7,     1,     8,     5,     4,     7,     1,     8,     6,     7,     2,     6,     5
735,     0,     1,     2,     9,     4,     7,     8,     6,     0,    10,     8,     6,     3,     1,     9,     6,     8,     4,     6,     3
736,    10,     9,     8,     8,     8,     6,     6,     4,     6,     4,     2,     5,     3,     4,     2,     5,     1,     0,     5,     4
737,     4,     1,     8,     5,     7,     5,     7,     5,     7,     9,     1,     5,     2,     7,     3,     5,     8,     5,     3,     1
738,     4,     3,     9,     6,     7,     9,     8,     3,     4,     8,     0,     2,     3,     7,     6,     4,     7,     5,     3,     3
739,     5,     3,     8,     2,     0,     6,     1,     2,    10,     1,     0,     5,     4,     3,     4,     4,     3,     3,     0,     2
740,    10,     9,     8,     7,     7,     4,     6,     8,     7,     1,     1,     6,     4,     4,     0,     5,     2,     3,     4,     4
741,     4,     3,     9,     4,     1,     5,     2,     2,     8,     2,     0,     8,     3,     2,     4,     4,     5,     2,     0,     5
742,    10,     7,     6,     8,     8,     7,     8,     5,     4,     2,     1,     6,     4,     3,     1,     6,     1,     4,     3,     0
743,     3,     0,     3,     9,     4,     6,     9,     5,     0,     8,     5,     1,     7,     4,     8,     6,     6,     3,     3,     7
744,     8,     6,     7,     5,     1,     2,     4,     1,     7,     0,     0,     5,     5,     1,     5,     6,     6,     2,     0,     0
745,     8,     7,     6,     7,    10,     6,     6,     6,     7,     2,     3,     4,     3,     5,     0,     3,     1,     1,     6,     2
746,     3,     3,     1,     7,     3,     8,    10,     5,     0,     9,     8,     9,     9,     2,     7,     6,     4,     3,     4,     3
747,    10,     9,     7,     8,     8,     6,     6,     4,     7,     1,     1,     6,     6,     4,     2,     6,     0,     1,     7,     3
748,    10,    10,     6,     9,     8,     5,     9,     5,     7,     1,     1,     8,     3,     3,     0,     3,     1,     4,     7,     2
749,     1,     2,     1,    10,     3,     8,     9,     4,     0,     9,     8,     8,     6,     1,     9,     6,     6,     3,     5,     4
750,     2,     6,     7,     5,     0,     4,     2,     2,     9,     2,     1,     7,     3,     4,     2,     7,     4,     4,     1,     4
751,    10,    10,     6,     6,     9,     7,     7,     3,     5,     2,     0,     5,     2,     3,     2,     1,     2,     3,     6,     0
752,     6,     5,     4,     2,     2,     2,     2,     2,     8,     3,     0,     4,     3,     2,     4,     6,     6,     5,     1,     3
753,     7,     4,     8,     5,     0,     8,     3,     1,     8,     0,     1,     4,     3,     3,     4,     3,     4,     5,     0,     5
754,     3,     1,     2,     6,     6,     4,     9,     8,     2,     7,     5,     4,     8,     3,     7,     3,     8,     5,     5,     3
755,     4,     5,     6,     2,     0,     5,     3,     2,     7,     3,     0,     3,     3,     4,     3,     4,     3,     3,     0,     1
756,     2,     2,     3,     7,     2,     5,     8,     7,     0,     9,     7,     6,     8,     3,     7,     4,     7,     3,     5,     4
757,     3,     5,     8,     3,     1,     6,     3,     3,     6,     2,     0,     8,     5,     4,     3,     6,     7,     2,     0,     2
758,     8,     7,     8,    10,     5,     8,     7,     4,     3,     2,     1,     4,     4,     0,     3,     7,     1,     3,     5,     3
759,     8,     9,     8,    10,     8,     4,     9,     3,     6,     2,     0,     7,     5,     1,     1,     6,     1,     3,     6,     4
760,     5,     5,     5,    10,     9,     5,     8,     9,     3,     9,     0,     4,     5,     7,     5,     8,     7,     3,     3,     3
761,    10,     9,     6,     6,     6,     3,     5,     3,     5,     2,     1,     5,     3,     3,     2,     5,     1,     3,     8,     1
762,     3,     2,     4,     9,     2,     6,     7,     6,     2,     8,     8,     6,     7,     2,     7,     6,     6,     4,     6,     3
763,     0,     4,     1,     8,     4,     8,     9,     8,     2,     9,     9,     4,     5,     4,     7,     7,     6,     3,     4,     4
764,    10,     7,     8,     7,     7,     6,     5,     5,     4,     3,     1,     6,     6,     1,     0,     4,     0,     3,     6,     1
765,     6,     4,     9,    10,     7,     6,     8,     6,     7,     7,     5,     4,     5,     4,     5,     7,     5,     4,     4,     0
766,     2,     2,     2,     7,     3,     5,     8,     7,     0,     9,     7,     6,     5,     1,     8,     5,     5,     5,     6,     5
767,    10,     8,     7,    10,     8,     3,     7,     5,     5,     1,     2,     5,     4,     1,     1,     4,     0,     4,     5,     4
768,     4,     6,     8,    10,     8,     6,     5,     7,     7,     5,     2,     7,     3,     6,     6,     6,     8,     2,     5,     1
769,    10,     8,     6,     8,     8,     6,     8,     5,     8,     4,     1,     6,     7,     2,     2,     6,     1,     2,     6,     0
770,     1,     3,     1,     9,     1,     7,    10,     3,     0,    10,    10,     4,     5,     2,     8,     3,     4,     2,     5,     4
771,     5,     9,     9,     3,     2,     2,     1,     1,     7,     2,     1,     5,     4,     1,     3,     2,     2,     0,     0,     1
772,     4,     3,     6,     9,     6,     5,     4,     3,     7,     9,     0,     9,     3,     5,     5,     6,     8,     5,     5,     1
773,     3,     7,     5,     8,     8,     5,     8,     6,     7,     5,     2,     3,     3,     8,     4,     5,     7,     2,     5,     2
774,     7,     3,     7,     6,     0,     5,     2,     1,     8,     2,     0,     7,     2,     0,     1,     6,     2,     1,     1,     4
775,     4,     7,    10,     3,     2,     7,     1,     2,     7,     1,     0,     5,     3,     3,     3,     4,     3,     5,     0,     3
776,     5,     8,     6,     9,     6,     6,     8,     6,     6,     7,     3,     4,     6,     8,     2,     5,     7,     5,     5,     3
777,     8,     6,     7,     6,     0,     4,     3,     2,    10,     2,     0,     5,     3,     1,     5,     3,     5,     4,     0,     3
778,     6,     5,     7,     7,     6,     6,     7,     6,     5,     8,     1,     6,     4,     6,     2,     6,     7,     3,     3,     3
779,     7,     3,     7,     7,     0,     6,     2,     2,     8,     3,     2,     5,     4,     4,     2,     6,     5,     4,     0,     4
780,     4,     2,     2,     9,     4,     5,    10,     5,     1,     8,     9,     7,     7,     5,    10,     5,     5,     3,     5,     5
781,     3,     4,     5,     6,     5,     4,     8,     5,     7,     6,     0,     5,     5,     3,     7,     6,     9,     3,     7,     0
782,    10,     8,     8,     7,     9,     7,     7,     5,     4,     3,     0,     5,     6,     2,     2,     6,     1,     3,     8,     2
783,     5,     4,     7,     8,     5,     7,     8,     6,     5,     9,     2,     4,     6,     7,     5,     5,     6,     3,     6,     5
784,     5,     2,     4,     7,     7,     8,     8,     8,     3,     9,     0,     3,     3,     7,     5,     6,     7,     6,     7,     0
785,     4,     5,     7,     6,     7,     5,     4,     7,     7,     5,     2,     9,     4,     6,     4,     5,     7,     4,     7,     3
786,     6,     3,     6,     7,     7,     4,     5,     5,     9,     8,     1,     4,     4,     6,     5,     6,     7,     2,     6,     2
787,     7,     5,     8,     6,     0,     3,     1,     2,     9,     3,     1,     5,     1,     3,     3,     5,     1,     2,     3,     3
788,     3,     1,     5,    10,     3,     8,     6,     5,     0,     8,     7,     4,     8,     2,     9,     5,     4,     3,     4,     6
789,     5,     6,     6,     9,     8,     8,     8,     4,     3,     6,     0,     4,     5,     8,     5,     8,     9,     5,     4,     2
790,    10,     8,     8,     6,     8,     9,     7,     4,     7,     2,     1,     7,     5,     3,     1,     3,     1,     5,     5,     4
791,    10,     6,     7,     8,     8,     7,     7,     4,     8,     1,     0,     6,     3,     2,     0,     4,     0,     5,     6,     3
792,     3,     6,     9,     8,     6,     4,    10,     7,     5,     6,     0,     8,     5,     6,     1,     3,     6,     3,     3,     1
793,     6,     5,     9,     5,     4,     6,     7,     4,     6,     6,     1,     7,     3,     4,     2,     5,     7,     3,     5,     2
794,     6,     7,     7,     5,     0,     6,     1,     3,     7,     1,     2,     6,     2,     4,     2,     4,     4,     5,     1,     2
795,     3,     3,     0,    10,     3,     3,     8,     7,     0,     8,     6,     6,     6,     3,     9,     5,     7,     5,     5,     6
796,     2,     3,     1,     6,     1,     5,     7,     8,     1,     9,     9,     8,     7,     1,     8,     5,     8,     4,     6,     3
797,     9,     6,     7,     8,     8,     7,     6,     4,     4,     2,     1,     8,     7,     1,     2,     7,     2,     2,     4,     3
798,     4,     5,     6,     6,     5,     3,     6,     7,     5,     7,     2,     8,     5,     6,     3,     4,     7,     1,     5,     3
799,     8,     8,    10,     9,     7,     5,     8,     4,     5,     1,     1,     5,     3,     1,     4,     7,     3,     4,     4,     0
800,     3,     4,     6,     6,     6,     6,     7,     4,     6,     9,     1,     6,     4,     7,     3,     5,     5,     5,     7,     2
801,     6,     6,     7,     4,     1,     5,     3,     1,    10,     4,     1,     9,     3,     1,     5,     7,     7,     3,     1,     6
802,     5,     5,     6,     4,     7,     5,    10,     7,     7,     8,     2,     7,     2,     9,     7,     8,     9,     4,     5,     3
803,     3,     1,     2,     8,     1,     6,     7,     9,     2,     9,     8,     5,     6,     3,     7,     7,     6,     3,     4,     5
804,     8,     4,     8,     7,     5,     8,     6,     6,     5,    10,     2,     3,     2,    10,     3,     7,     6,     3,     4,     1
805,     9,     7,     9,     6,     8,     8,     6,     5,     4,     2,     0,     6,     6,     2,     3,     6,     0,     5,     6,     1
806,     7,     2,     8,     9,     2,     4,     6,     7,     4,     8,     1,     7,     5,     6,     4,     6,     8,     5,     6,     1
807,     9,     9,     8,     9,     7,     7,     8,     4,     7,     3,     0,     6,     5,     3,     1,     4,     0,     0,     6,     0
808,     2,     1,     1,     9,     5,     5,     9,     7,     0,     7,     8,     8,     9,     3,     6,     3,     7,     3,     2,     4
809,     5,     3,     1,    10,     4,     7,    10,     9,     0,     9,    10,     5,     8,     6,     7,     6,     9,     4,     3,     4
810,     3,     2,     3,     9,     1,     4,     8,     7,     0,     7,     8,     6,     7,     5,     8,     7,     6,     4,     5,     7
811,     9,     9,     9,     9,     7,     8,     4,     2,     7,     2,     3,     6,     1,     1,     2,     1,     1,     2,     3,     2
812,     4,     2,     6,     7,     6,     5,     6,     5,     6,     8,     1,     7,     5,     5,     7,     4,     7,     3,     5,     2
813,     2,     7,     9,     3,     1,     6,     5,     3,    10,     3,     2,     8,     8,     2,     2,     4,     5,     1,     0,     6
814,    10,     7,     8,     8,     5,     5,     8,     4,     6,     2,     2,     4,     3,     6,     2,     1,     2,     4,     5,     1
815,     5,     8,     7,     4,     0,     6,     3,     3,     6,     1,     0,     5,     3,     2,     2,     6,     6,     2,     1,     4
816,    10,     7,     6,     8,     5,     6,     8,     5,     7,     1,     0,     5,     4,     3,     3,     8,     0,     1,     3,     2
817,    10,    10,     8,     9,     6,     6,     7,     3,     6,     1,     0,     5,     4,     2,     1,     6,     2,     3,     6,     0
818,     5,     7,     8,     9,     7,     5,     6,     4,     5,     9,     1,     5,     6,     8,     2,     5,     5,     3,     6,     3
819,     6,     5,     5,     7,     6,     6,     7,     4,     6,     9,     0,     5,     7,     7,     2,     5,     8,     0,     7,     1
820,     0,     5,     4,     7,     5,     8,    10,     7,     0,     8,     8,     6,     6,     3,     9,     1,     7,     2,     6,     7
821,     5,     6,     8,     6,     7,     7,     6,     7,     6,     8,     1,     4,     4,     3,     1,     6,     8,     0,     9,     4
822,     7,     3,     6,    10,     6,     8,     8,     5,     4,     7,     0,     3,     4,     4,     2,     1,     5,     1,     5,     1
823,     3,     3,     8,     6,     0,     1,     4,     3,     8,     3,     0,     4,     2,     4,     2,     5,     7,     2,     0,     3
824,     5,     5,     6,     5,     0,     4,     0,     1,     8,     2,     1,     4,     5,     5,     4,     6,     5,     4,     0,     4
825,     2,     3,     2,     8,     0,     5,     8,     6,     0,     8,     8,     5,     7,     4,     9,     5,     8,     1,     4,     4
826,     1,     1,     2,     9,     4,     6,     8,     5,     2,     7,     7,     6,     7,     1,     8,     5,     6,     5,     3,     5
827,     6,     3,     5,     6,     7,     9,     9,     6,     2,     8,     3,     6,     2,     7,     5,     4,     6,     3,     8,     0
828,     9,     8,     9,     7,     7,     7,     7,     6,     6,     1,     2,     6,     4,     3,     2,     5,     3,     3,     5,     3
829,     5,     5,     9,     2,     1,     4,     2,     4,     9,     2,     2,     4,     4,     4,     1,     6,     3,     6,     0,     2
830,     7,     4,     7,     5,     1,     5,     6,     3,     7,     2,     1,     3,     4,     1,     1,     4,     3,     2,     0,     1
831,     2,     6,     1,    10,     2,     8,    10,     5,     3,     8,     8,     8,     7,     2,    10,     4,     8,     4,     4,     3
832,    10,     7,     8,     6,     7,     7,     7,     6,     6,     0,     1,     6,     5,     3,     0,     7,     1,     3,     3,     3
833,     0,     4,     7,     7,     6,     7,     7,     3,     7,     8,     0,     8,     5,     6,     2,     3,     6,     6,     6,     1
834,     6,     4,     7,     8,     5,     7,     7,     5,     6,     8,     1,     6,     4,     8,     3,     2,     8,     4,     6,     3
835,     7,     9,     6,     9,     8,     7,     7,     3,     5,     2,     2,     7,     4,     4,     1,     6,     2,     5,     6,     2
836,     0,     3,     1,     7,     1,     5,     9,     7,     3,     7,     7,     6,     7,     3,     7,     7,     8,     4,     5,     5
837,    10,     9,     6,     9,     8,     6,     5,     7,     3,     2,     0,     6,     5,     0,     2,     8,     0,     1,     5,     0
838,     3,     2,     3,     6,     3,     9,     8,     7,     1,    10,     7,     4,     8,     4,     7,     5,     6,     4,     4,     4
839,    10,    10,     9,    10,     9,     6,     8,     3,     9,     0,     1,     7,     4,     3,     1,     3,     3,     3,     5,     1
840,     7,     4,     3,     5,     8,     6,     4,     5,     7,     4,     0,     5,     6,     8,     6,     5,     9,     3,     2,     3
841,     5,     5,     5,     3,     0,     7,     2,     1,    10,     1,     0,     5,     3,     1,     4,     6,     4,     2,     0,     3
842,     5,     5,     7,     4,     0,     8,     3,     2,     7,     2,     2,     6,     3,     3,     1,     6,     5,     4,     0,     3
843,     0,     1,     1,     8,     3,     6,    10,     7,     1,    10,     5,     7,     8,     1,     7,     2,     9,     1,     3,     4
844,     1,     8,     8,     5,     1,     4,     1,     2,     8,     3,     1,     7,     2,     2,     4,     6,     4,     2,     0,     1
845,     5,     4,     8,     7,     8,     4,     7,     7,     6,    10,     0,     3,     3,     5,     4,     5,     6,     2,     7,     2
846,     6,     5,     7,     3,     0,     5,     4,     4,     8,     1,     3,     7,     4,     3,     2,     4,     5,     3,     0,     3
847,     4,     2,     1,     8,     1,     8,    10,     9,     2,     5,     8,     7,     5,     1,     8,     1,     5,     1,     4,     5
848,     4,     3,     5,     7,     7,     3,     7,     7,     5,     7,     0,     6,     2,     7,     5,     5,     8,     3,     4,     1
849,     6,     5,     9,     8,     0,     3,     4,     1,     7,     3,     3,     7,     1,     2,     2,     5,     5,     2,     0,     4
850,     2,     2,     1,    10,     1,     9,     9,     9,     0,     7,     7,     5,     6,     2,     7,     5,     7,     4,     5,     4
851,     6,     5,     5,     8,     5,     5,     6,     8,     8,     8,     1,     3,     3,     8,     6,     6,     5,     7,     4,     2
852,     1,     3,     0,     9,     6,     5,    10,     8,     1,     6,     9,     5,     6,     4,     8,     3,     9,     2,     7,     5
853,     6,     2,     5,     8,     7,     3,     8,     5,     7,     8,     1,     9,     4,     9,     3,     5,     7,     2,     7,     1
854,     3,     5,     3,     9,     4,     6,     8,     7,     0,     8,     5,     8,     8,     4,    10,     7,     7,     3,     3,     8
855,     8,     9,     6,     9,     7,     5,     6,     6,     5,     5,     0,     3,     3,     2,     1,     4,     0,     1,     7,     2
856,     2,     1,     3,     7,     3,     7,     9,     6,     0,     7,     5,     5,     9,     2,     8,     3,     6,     3,     6,     4
857,     4,     2,     8,     7,     6,     7,     4,     5,     4,     6,     0,     3,     4,     8,     0,     4,     7,     4,     7,     2
858,     9,     7,     8,     2,     0,     4,     3,     5,     6,     3,     1,     6,     1,     3,     1,     7,     6,     2,     0,     2
859,     5,     3,     6,     4,     0,     5,     3,     2,     7,     0,     1,     4,     5,     5,     4,     3,     4,     2,     0,     5
860,     4,     5,     9,     3,     0,     7,     0,     4,     9,     1,     0,     4,     4,     1,     7,     2,     6,     2,     2,     3
861,     5,     2,     6,     7,     7,     7,     7,     4,     9,     7,     2,     4,     2,     6,     5,     2,     5,     4,     5,     3
862,     0,     4,     2,     8,     2,     5,     9,     7,     1,     9,     8,     4,     8,     2,     9,     6,     8,     5,     6,     6
863,     5,     2,     4,     8,     3,    10,     9,     5,     1,     7,     9,     3,     9,     1,     9,     7,     6,     5,     4,     6
864,     3,     4,     4,     5,     6,     8,     9,     5,     3,     7,     1,     5,     5,     5,     3,     6,     4,     7,     4,     4
865,     5,     5,     8,     3,     0,     4,     6,     2,     8,     1,     1,     7,     4,     2,     5,     3,     5,     1,     0,     4
866,     3,     7,    10,     6,     0,     2,     2,     3,     9,     4,     1,     7,     4,     2,     1,     5,     4,     3,     2,     0
867,     3,     4,     9,     8,     3,     8,     6,     4,     5,     9,     3,     6,     4,     8,     4,     7,     9,     5,     5,     4
868,    10,     6,     9,     9,     8,     8,     5,     4,     6,     3,     0,     7,     4,     1,     2,     3,     1,     3,     6,     0
869,     3,     1,     5,     9,     1,     7,     9,     6,     1,     9,     6,     5,     6,     2,     7,     7,     9,     2,     6,     4
870,     7,     6,     6,     5,     0,     6,     4,     2,     8,     0,     2,     6,     3,     3,     3,     5,     6,     3,     0,     2
871,     6,     7,     8,     3,     0,     6,     0,     3,     9,     1,     1,     3,     5,     3,     1,     7,     3,     3,     0,     5
872,     6,     5,     9,     4,     0,     5,     2,     4,     8,     4,     1,     6,     4,     5,     3,     3,     3,     2,     0,     2
873,     4,     6,     8,     4,     1,     3,     1,     3,     7,     2,     2,     6,     3,     2,     3,     5,     2,     4,     0,     2
874,     9,     7,     9,     8,     8,     5,     5,     3,     3,     1,     2,     3,     5,     3,     0,     8,     0,     1,     6,     1
875,     2,     4,     2,     8,     3,     6,     9,     8,     1,     8,     7,     6,     5,     1,     8,     4,     8,     2,     7,     3
876,     3,     1,     0,     9,     3,     4,    10,     7,     1,     6,     5,     3,     9,     3,     9,     5,     7,     4,     3,     3
877,     6,     5,     5,     2,     0,     4,     4,     2,     5,     5,     0,     9,     2,     1,     4,     5,     5,     1,     0,     3
878,     5,     6,     6,     6,     4,     8,     5,     7,     5,    10,     1,     7,     4,     7,     6,     5,     8,     2,     2,     4
879,     9,     6,     5,     3,     6,     5,     9,     6,     6,     9,     1,     5,     6,     5,     4,     3,     3,     4,     3,     1
880,     1,     4,     2,     8,     1,     5,     9,     4,     1,     6,     7,     4,     6,     2,     9,     4,     8,     5,     4,     4
